utt,point,etype,level,lsd_mean,lsd_median,lsd_p90,lsd_frames,nmr_median,nmr_p90,segsnr_mean,segsnr_median,crest_delta_median,crest_delta_p90,estoi_orig
ve9qrp_10s,state,white,64,0.95523,0.47091,2.55,981,-32.723,-17.784,27.942,30.089,0.00020617,0.11664,0.56184
ve9qrp_10s,state,white,256,2.6498,1.6896,6.1545,981,-20.725,-6.0215,16.552,18.034,-0.012506,0.41821,0.55765
ve9qrp_10s,state,framemod,0.25,0.0070132,0.0026103,0.018024,981,-78.132,-63.339,35,35,9.8016e-06,0.00055062,0.56217
ve9qrp_10s,state,framemod,1,0.028062,0.010442,0.071764,981,-66.091,-51.307,34.995,35,3.9456e-05,0.0023786,0.56218
ve9qrp_10s,state,framemod,4,0.11005,0.041805,0.2701,981,-54.048,-39.255,34.578,35,0.00014957,0.0091312,0.56223
ve9qrp_10s,state,framemod,16,0.39401,0.1639,1.0902,981,-42,-27.161,32.735,35,0.00044618,0.037914,0.56245
ve9qrp_10s,state,framemod,64,1.2405,0.64381,3.2273,981,-29.993,-15.091,25.488,27.149,-0.00029488,0.14926,0.56342
ve9qrp_10s,state,framemod,256,3.3398,2.3005,7.6174,981,-17.957,-2.9134,13.734,15.098,-0.024762,0.84285,0.55907
ve9qrp_10s,state,dc,0.25,0.0014648,0.00036291,0.0031835,981,-94.614,-75.2,34.992,35,0.00036384,0.0019305,0.56216
ve9qrp_10s,state,dc,1,0.0058535,0.0014517,0.012825,981,-82.573,-63.164,34.653,35,0.0014581,0.0077374,0.56217
ve9qrp_10s,state,dc,4,0.023321,0.0058147,0.05305,981,-70.535,-50.619,33.304,35,0.0057448,0.030506,0.56218
ve9qrp_10s,state,dc,16,0.089504,0.023152,0.21437,981,-58.495,-38.306,29.471,34.531,0.021953,0.1024,0.56224
ve9qrp_10s,state,dc,64,0.27788,0.093419,0.72358,981,-46.448,-26.894,20.8,22.484,0.070231,0.25721,0.56268
ve9qrp_10s,state,dc,256,0.77988,0.36786,1.9236,981,-34.053,-17.999,9.7084,10.419,0.098166,0.42778,0.56433
ve9qrp_10s,pulsepos,white,0.03125,0.10651,0.036165,0.14697,981,-53.995,-42.911,34.613,35,-1.7764e-14,0.02007,0.56216
ve9qrp_10s,pulsepos,white,0.125,0.33378,0.14608,0.61394,981,-41.802,-30.578,32.356,35,-1.9096e-14,0.081401,0.56254
ve9qrp_10s,pulsepos,white,0.5,1.1665,0.60081,3.3282,981,-29.325,-13.933,24.297,24.821,-1.954e-14,0.26625,0.56383
ve9qrp_10s,pulsepos,white,2,2.415,2.2758,5.5254,981,-17.399,-8.145,17.541,10.669,-2.1316e-14,0.49348,0.56318
ve9qrp_10s,pulsepos,white,8,2.7242,3.1073,5.8634,981,-13.137,-7.0069,14.309,5.1109,-1.7764e-14,0.58922,0.56166
ve9qrp_10s,pulsepos,qround,0.03125,0.47447,0.065435,1.0346,981,-49.541,-25.604,31.246,35,-1.954e-14,0.085177,0.56216
ve9qrp_10s,pulsepos,qround,0.125,1.0892,0.25858,3.985,981,-36.827,-10.583,25.852,32.958,-1.7764e-14,0.29939,0.56194
ve9qrp_10s,pulsepos,qround,0.5,2.2157,1.4702,5.4376,981,-21.067,-7.757,17.909,15.065,-1.4211e-14,0.76685,0.56278
ve9qrp_10s,pulsepos,qround,2,2.5928,3.0339,5.6663,981,-13.181,-6.9952,14.91,7.3148,-8.8818e-15,0.82148,0.56274
ve9qrp_10s,pulsepos,qround,8,2.949,3.5945,6.2637,981,-11.318,-5.6987,12.987,1.5862,-1.2434e-14,1.0496,0.55917
ve9qrp_10s,pulsepos,qtrunc,0.03125,1.378,0.28344,4.5837,981,-35.678,-9.1568,24.327,31.242,-1.6431e-14,0.35319,0.56144
ve9qrp_10s,pulsepos,qtrunc,0.125,1.9468,0.78279,5.1927,981,-28.13,-8.4427,20.462,22.146,-1.7764e-14,0.48436,0.5639
ve9qrp_10s,pulsepos,qtrunc,0.5,2.4679,2.532,5.584,981,-15.203,-7.4253,15.544,9.3056,-1.4211e-14,0.80381,0.55963
ve9qrp_10s,pulsepos,qtrunc,2,2.8993,3.4952,6.2693,981,-11.766,-5.6278,13.319,3.1577,-1.2434e-14,1.0059,0.56136
ve9qrp_10s,pulsepos,qtrunc,8,3.2536,3.9714,6.8333,981,-10.045,-4.0198,12.206,-0.6452,-1.7764e-14,0.87525,0.55599
ve9qrp_10s,log2e,white,0.002,0.015126,0.01284,0.025393,981,-59.863,-53.932,35,35,-0.00018865,0.0088473,0.56216
ve9qrp_10s,log2e,white,0.008,0.061527,0.051369,0.10155,981,-47.835,-41.918,35,35,-0.00071718,0.035266,0.56214
ve9qrp_10s,log2e,white,0.032,0.23188,0.20528,0.40167,981,-35.799,-29.927,33.091,34.342,-0.0010068,0.13909,0.56202
ve9qrp_10s,log2e,white,0.128,0.88199,0.80006,1.5584,981,-23.767,-17.878,23.169,22.398,0.04118,0.55518,0.56046
ve9qrp_10s,log2e,white,0.512,3.1176,2.926,5.3155,981,-12.021,-5.2459,11.194,10.67,0.45923,1.8953,0.53597
ve9qrp_10s,log2e,framemod,0.002,0.021206,0.017043,0.029715,981,-58.97,-57.571,35,35,-0.0011492,0.012142,0.56216
ve9qrp_10s,log2e,framemod,0.008,0.083106,0.068066,0.11791,981,-46.92,-45.514,35,35,-0.0032906,0.048371,0.56213
ve9qrp_10s,log2e,framemod,0.032,0.32209,0.27031,0.47239,981,-34.881,-33.448,32.992,33.021,0.017011,0.19029,0.56199
ve9qrp_10s,log2e,framemod,0.128,1.1736,1.0621,1.6549,981,-22.86,-21.245,20.953,20.955,0.23371,0.7134,0.5606
ve9qrp_10s,log2e,framemod,0.512,3.7224,3.585,4.4991,981,-10.912,-8.0315,8.6653,8.6183,1.2176,2.1357,0.54393
ve9qrp_10s,log2e,dc,0.002,0.012041,0.012041,0.012041,981,-57.157,-57.157,35,35,-7.1054e-15,-1.7764e-15,0.56216
ve9qrp_10s,log2e,dc,0.008,0.048165,0.048165,0.048165,981,-45.098,-45.098,35,35,-7.1054e-15,-1.7764e-15,0.56216
ve9qrp_10s,log2e,dc,0.032,0.19266,0.19266,0.19266,981,-32.984,-32.984,32.984,32.984,-7.1054e-15,-1.7764e-15,0.56216
ve9qrp_10s,log2e,dc,0.128,0.77064,0.77064,0.77064,981,-20.651,-20.651,20.651,20.651,-7.1054e-15,-1.7764e-15,0.56216
ve9qrp_10s,log2e,dc,0.512,3.1114,3.0825,3.0825,981,-7.4113,-7.4113,7.4179,7.4113,-5.3291e-15,0,0.56085
ve9qrp_10s,mixfc,dc,0.0025,0.031242,0.028603,0.06023,981,-55.893,-52.119,35,35,-5.3291e-15,0.014958,0.56219
ve9qrp_10s,mixfc,dc,0.01,0.11709,0.11413,0.24059,981,-43.869,-40.069,34.864,35,-5.3291e-15,0.059452,0.56228
ve9qrp_10s,mixfc,dc,0.04,0.44746,0.45897,0.935,981,-31.894,-28.126,30.012,30.075,6.8865e-12,0.23488,0.5626
ve9qrp_10s,mixfc,dc,0.16,1.4787,1.7611,2.9312,981,-20.103,-16.505,22.437,18.629,1.5853e-08,0.77562,0.56306
ve9qrp_10s,mixfc,dc,0.64,2.9574,3.6075,5.5413,981,-13.158,-9.361,17.649,11.52,1.2967e-13,1.1423,0.55662
ve9qrp_10s,mixfc,white,0.0025,0.033088,0.023482,0.0805,981,-58.475,-48.746,35,35,-1.4211e-14,0.0064754,0.56214
ve9qrp_10s,mixfc,white,0.01,0.13141,0.093374,0.31545,981,-46.506,-36.668,34.771,35,-1.5099e-14,0.026065,0.56208
ve9qrp_10s,mixfc,white,0.04,0.48467,0.37082,1.2261,981,-34.491,-24.814,30.876,34.093,-1.7319e-14,0.10973,0.56178
ve9qrp_10s,mixfc,white,0.16,1.5234,1.3892,3.6925,981,-22.454,-13.294,23.547,22.026,-2.0428e-14,0.28649,0.55945
ve9qrp_10s,mixfc,white,0.64,3.2221,3.6218,6.7036,981,-12.79,-5.1128,16.011,11.563,-7.3719e-14,0.51799,0.52789
ve9qrp_10s,mixnf,dc,0.25,0.11613,0.14214,0.20987,981,-41.247,-36.884,34.999,35,-6.291e-08,0.0049279,0.56142
ve9qrp_10s,mixnf,dc,1,0.45596,0.57381,0.84045,981,-28.803,-24.405,33.22,35,-2.125e-06,0.02011,0.55896
ve9qrp_10s,mixnf,dc,4,1.757,2.3665,3.1675,981,-14.972,-10.592,24.945,23.334,-0.0031534,0.075756,0.54641
ve9qrp_10s,mixnf,dc,16,7.2327,10.287,12.216,981,5.1431,9.579,11.372,3.528,-0.61256,0.063588,0.47613
ve9qrp_10s,mixnf,white,0.25,0.11933,0.088817,0.28677,981,-46.662,-36.966,34.989,35,-1.2879e-14,0.0099832,0.5623
ve9qrp_10s,mixnf,white,1,0.4539,0.36179,1.1356,981,-34.814,-24.999,33.551,35,-1.4211e-14,0.036869,0.56219
ve9qrp_10s,mixnf,white,4,1.5023,1.3786,3.5149,981,-23.288,-12.294,27.709,29.64,-1.8652e-14,0.11474,0.55507
ve9qrp_10s,mixnf,white,16,5.1876,3.6541,13.617,981,-13.94,10.722,17.839,18.656,-5.5511e-14,0.31281,0.46132
ve9qrp_10s,wo,white,0.0005,0.91348,0.1971,3.4988,981,-40.01,-11.263,27.477,35,-1.7764e-14,0.15169,0.56206
ve9qrp_10s,wo,white,0.002,1.7706,0.8357,5.0681,981,-26.698,-8.5357,21.057,22.348,-1.7764e-14,0.41892,0.56088
ve9qrp_10s,wo,white,0.008,2.3715,2.4384,5.4256,981,-15.637,-7.946,16.169,9.8123,-1.4211e-14,0.60349,0.56415
ve9qrp_10s,wo,white,0.032,2.7722,3.3251,5.9395,981,-12.483,-6.5788,13.453,3.4615,6.9487e-07,0.78401,0.56494
ve9qrp_10s,wo,white,0.128,3.2694,3.7753,6.6896,981,-10.608,-4.956,11.881,-0.13526,0.00032176,1.2622,0.54892
ve9qrp_10s,wo,dc,0.0005,1.992,0.92778,5.1031,981,-26.229,-8.3784,20.256,21.662,-1.7764e-14,0.4063,0.56263
ve9qrp_10s,wo,dc,0.002,2.3986,2.5983,5.3675,981,-16.094,-7.759,15.692,8.3077,-1.7764e-14,0.60582,0.56258
ve9qrp_10s,wo,dc,0.008,2.8305,3.5826,5.9197,981,-12.055,-6.7034,12.797,1.7887,-1.954e-14,0.73033,0.56491
ve9qrp_10s,wo,dc,0.032,3.082,3.8825,6.4894,981,-10.935,-5.4657,12.233,-0.70658,-0.00048067,0.74693,0.5569
ve9qrp_10s,wo,dc,0.128,3.3379,4.1636,6.836,981,-9.6801,-4.6776,11.446,-0.95526,-0.0051607,0.44647,0.5393
ve9qrp_10s,wo,framemod,0.0005,0.56771,0.11556,1.2862,981,-43.927,-24.994,30.125,35,-1.5987e-14,0.12885,0.5621
ve9qrp_10s,wo,framemod,0.002,1.635,0.73644,4.9155,981,-27.376,-8.4304,21.516,22.209,-1.7764e-14,0.31922,0.56272
ve9qrp_10s,wo,framemod,0.008,2.3131,2.2812,5.4548,981,-17.339,-8.1522,17.158,10.082,-1.4211e-14,0.55428,0.56165
ve9qrp_10s,wo,framemod,0.032,2.7229,3.1083,5.8344,981,-13.25,-6.7123,13.806,3.3786,0.0014042,0.66381,0.56277
ve9qrp_10s,wo,framemod,0.128,3.3418,4.1079,6.8014,981,-9.7257,-4.9064,11.579,-0.95831,0.015768,1.2107,0.54573
ve9qrp_10s,lsphz,white,0.5,0.058526,0.044112,0.092484,981,-49.781,-45.372,34.998,35,-5.6945e-05,0.015871,0.56217
ve9qrp_10s,lsphz,white,2,0.2216,0.17679,0.35998,981,-37.735,-33.322,32.72,33.666,0.00019249,0.062186,0.56205
ve9qrp_10s,lsphz,white,8,0.83144,0.69874,1.3172,981,-25.73,-21.246,21.344,21.619,-0.00038919,0.24401,0.55954
ve9qrp_10s,lsphz,white,32,2.8655,2.6278,4.2559,981,-13.67,-9.3006,9.3816,9.6628,-0.037363,0.89977,0.52119
ve9qrp_10s,lsphz,white,128,17.446,11.911,35.217,981,10.666,37.792,-6.5133,-10,-3.4374,2.7435,0.12646
ve9qrp_10s,lsphz,dc,0.5,0.034593,0.030447,0.049264,981,-50.695,-47.19,34.995,35,0.0017476,0.017667,0.56204
ve9qrp_10s,lsphz,dc,2,0.13763,0.12151,0.19702,981,-38.649,-35.086,32.779,33.709,0.0069947,0.069461,0.56166
ve9qrp_10s,lsphz,dc,8,0.53787,0.47969,0.75765,981,-26.61,-23.001,21.085,21.685,0.019305,0.26927,0.55988
ve9qrp_10s,lsphz,dc,32,1.9745,1.823,2.735,981,-14.534,-10.484,9.3617,9.8083,0.060547,0.97693,0.54849
ve9qrp_10s,lsphz,dc,128,6.5143,6.3786,8.2475,981,-2.8262,2.7603,-0.13247,-0.18127,-0.16682,1.8688,0.45908
ve9qrp_10s,lsphz,worst,0.5,0.034712,0.027048,0.054473,981,-50.967,-46.646,35,35,-0.0022096,0.012249,0.56209
ve9qrp_10s,lsphz,worst,2,0.14015,0.108,0.22319,981,-38.926,-34.496,32.909,33.646,-0.0098041,0.048357,0.5618
ve9qrp_10s,lsphz,worst,8,0.54462,0.43168,0.88981,981,-26.859,-22.114,21.09,21.56,-0.051028,0.18081,0.55959
ve9qrp_10s,lsphz,worst,32,2.2991,1.7535,3.7524,981,-14.659,-8.934,8.5146,9.4126,-0.38762,0.58702,0.5306
ve9qrp_10s,lsphz,worst,128,9.8206,9.0769,14.088,981,0.25908,10.964,-4.5816,-4.5647,-4.0836,0.55994,0.38091
ve9qrp_10s,edb,white,0.05,0.04135,0.034912,0.081899,981,-48.65,-41.556,35,35,-5.2403e-14,0.0090509,0.56212
ve9qrp_10s,edb,white,0.2,0.16383,0.13952,0.3243,981,-36.648,-29.509,33.454,35,-8.5265e-14,0.036071,0.5619
ve9qrp_10s,edb,white,0.8,0.64597,0.56304,1.2831,981,-24.707,-17.623,24.978,24.227,-5.3291e-15,0.15894,0.5599
ve9qrp_10s,edb,white,3.2,2.5011,2.2226,4.9553,981,-12.567,-5.8228,13.726,12.235,9.428e-10,0.7342,0.53765
ve9qrp_10s,edb,white,12.8,9.5009,8.2558,18.639,981,-2.6669,12.619,2.2845,2.3134,1.4036e-07,2.0385,0.39753
ve9qrp_10s,edb,dc,0.05,0.05,0.05,0.05,981,-44.772,-44.772,35,35,-7.1054e-15,-1.7764e-15,0.56216
ve9qrp_10s,edb,dc,0.2,0.2,0.2,0.2,981,-32.655,-32.655,32.655,32.655,-7.1054e-15,-1.7764e-15,0.56216
ve9qrp_10s,edb,dc,0.8,0.8,0.8,0.8,981,-20.311,-20.311,20.311,20.311,-7.1054e-15,-1.7764e-15,0.56216
ve9qrp_10s,edb,dc,3.2,3.2321,3.2,3.2,981,-7.0242,-7.0242,7.0314,7.0242,-5.3291e-15,0,0.56075
ve9qrp_10s,edb,dc,12.8,13.37,12.8,14.915,981,10.54,11.561,-9.6364,-10,-5.3291e-15,0,0.503
